text,label
ລົງລະເດ້ທະບຽນນະຄືຢູ່ແຕ່ຫນ້າຫຼັກຄືເກົ່າ.ຄືມີແຕ່ຂໍ້ຄວາມສົ່ງມາບອກໃຫ້ລົງທະບຽນຢູ່ຕະຫຼອດ!,0
ສິພາວັນ,1
ໃຊ້ດີຫລາຍ ມັກສຸດໆ,1
ສຸດຍອດໆເລີຍ,1
ບອກເລີຍສະນຸກດີ,1
ຍຸງ,1
ຫຼາວໂຫຼດເພກບຸກຍາກເກີນໄປຍາກໃຫ້ແກ້ໄຂຊ່ວຍແດ່,0
ໃຊ້ໄດ້ດີບາງການສົນທະນາ,1
ບໍ່ໄດ້ອີໂມຈີ,1
ຄືຢາກຕາຍ,0
ວ່າເບິ່ງຫນັງຟີບໍ່ເສຍເນັດບາດຕັ້ງ500ກີບຕໍ່ມື້ແລະບໍ່ມີເນັດເບິ່ງບໍ່ໄດ້ເປັນຫຍັງງົງ,0
ຝົນ,1
ກີນພື້ນທີຫລາຍໂພດ,1
ໂຄດຂີ້ກາກເກມຊ້າງຕົວະລູກຄ້າຫລິ້ນແລ້ວບໍໄດ້ຫຍັງມີແຕ່ກ່ອງດາວ,0
ເປັນຫຍັງແບັບຢຸດທໍາງານຕະຫຼອດ,0
ໃຊ້ ດີ,1
ແກ້ໄຂແດ່ເຂົ້າແອັບບໍ່ໃດ້ເລີຍໂຫລດຫລາຍເທື່ອແລ້ວ,0
ງາມແທ້,1
ລອງໃຊ້ເພຶ່ອຫຍັງ,1
ຂ່ໄກ່,1
ແອບຮູຂີ້ເຂົ້າລະບົບຢາກ ແກ້ໄຂແດ່ແອບໂຄດປັນຍາອ່ອນ,0
ຄໍາ,1
ດີເຍີອມ,1
ຄືຂີ້ນີ້,0
ເປັນແອັບຂາຍເຄື່ອງອອນລາຍທີ່ດີຫລາຍ,1
ຄືແບບວ່ານໍາໃຊ້ຟັງຊັນinviteແຕ່ເບີທີinviteຫມູ່ພັດບໍ່ໄດ້ເນັດຢາກໃຫ້ກວດສອບເບິ່ງແນ່,0
ດີຫລາຍໆ ພັດທະນາຕໍ່ໄປເລື້ອຍໆເດີ,1
ດີລາຍຄັກສຸດ,1
ໃຊ້ຈ່າຍສະບາຍໃຈສຸດໆ.,1
ໄພວັນເພັງເມືອງຄູນ,1
ຍອດແຕ່ເຮ້ຍ,1
ຄືລົງບໍ່ໄດ້ ເຂົ້າໄປພັດເດ້ງອອກຕະຫລອດ ປັບປຸງແອັບແດ່ບໍ່ທັນສະໄຫມ ໃຊ້ງານບໍ່ໄດ້ ເຮັດອອກມາພໍອາຍເຂົາຊື່ໆ,0
ສຸດຍອດ ທັນສະໄຫມ,1
ດີຫຼາຍ ຄົນລົງທະບຽນບໍ່ເປັນກະຢູທູປກະມີເດີກ່ອນສິວ່າບໍ່ດີ.ຂີ້ຄ້ານບອກວິທີລງທະບຽນໄປຫາເອົາໃນຢູທູປເອງ,1
ເຂົ້າຍາກເຂົ້າຊາແທ້ນໍເຮັດໃຫ້ງ່າຍຯແນ່,0
ແອ້ນໄຊຍະລາດ,1
ຢາລ໋ອກນະ,1
ໃຫ້ໃຊ້ໄດ້ສະດວກກ່ວາເກົ່າ,1
ດີຫຮາຍ,1
ສະຫມັກຍາກໂພດ ພິມກາຍາກກ,0
ລະບົບໂອນເງິນໄປໄທໃຊ້ບໍ່ໄດ້,0
ເປັນຫັຍງໃຊ້ງານບໍ່ໃດ້ຂໍໃຊ້ຄືນແດ່,1
ມັນດີແມມໆ,1
ມັນຕິດຫຍັງບໍຮູ້ຕອນໂທຈີວາງກໍບໍ່ໄດ້ແຕ່ກໍເປັນແອັບທີ່ດີ,1
ເລວແນ່,1
ຍ້ຽມຍອດ,1
ໂຄດມ່ວນເລີຍ,1
ດາວໂຫລດໃຫ່ມ,1
ຂໍຖາມເວລາເຮົາເງິນໄປໃສ່ຈໍາເງິນລຽບລ້ອຍບາດນິປ່ອນລະຫັດມັນບ່ອກວ່າລະບົບຂັດຄອງພັດເງິນເຮົາອອກໄປບັນຊີປາຍທາງພັດບໍ່ມີເງິນເຂົ້າແລະເຮັດຈັ່ງໃດບາດນິ,0
ຊອບລາຍການນີ້ແລະແອັບນີ້ຈິງໆ,1
ສາວປູ ທໍາມະວງ,1
ຂໍຂອບໃຈແອັບນີ້ທີ່ມີການຫລິນກິດຈະກໍາຫລາຍຢ່າງເພື່ອຜົນປະໂຫຍດຕໍ່ຄົນທີ່ນໍາໃຊ້ເບີຂອງຢູນິເທວ,1
ເປັນແອັບຂົນສົ່ງທີ່ສະດວກສະບາຍແຮງງ,1
ສະດວກ ແລະ ສະບາຍ ຫຼາຍ,1
ຟິວເຕີ້ຫາຍ,1
ເຂົ້າແອ໊ບບໍ່ໄດ້ແກ້ໄຂດ່ວນ,0
ແອບຫ່າຫຍັງລົງທະບຽນກາບໍ່ໄດ້ ກາກໄປອີກ1,0
ດີທຸກຢ່າງ ແຕ່ໂອນເງີນເຂົ້າແອັບບໍ່ໄດ້ ມີແຕ່u moneyຈັ່ງໂອນຫາກັນໄດ້,1
ທແອໄຟຟາ,1
ດີຮູ້ຂໍ້ມູນອື່ນໆໃນໂລກໂຊຊ່ຽວພ້ອມ,1
ທ່ານ,1
ເຂົ້າລະເດັ້ງອອກຢາກໂພດ,0
ມີປະໂຫຍດ່,1
ມັກໃຊ້ສະດວກ,1
ດີສູສ,1
ໄຫ້5ດາວ,1
ນີ້ຄືແອັບຯທີ່ດີເລີດທີ່ພວກເຮົາທຸກຄົນເພາະວ່າແອັບນີ້ແມ່ນຄູ່ມືຄວາມຮູ້ຄວາມສະຫຼາດແລະອື່ນໆ.,1
ດິຫຼາຍ,1
ເຮັດສຸມືນີຄືບໍໄດ້ເງີນຫັນ,0
ແອບ low ສ້າງມາເພື່ອຄັນຈະຫຍຸ້ງຍາກແບບນີ້,0
ແອັບກາກຢ່າໄປໃຊ້ເດີພີ່ນ້ອງໂຫລດມາພໍແຕ່ເປືອງພື້ນທີ່ລົບຖີ້ມກ່ອນ,0
ໃຊ້ງ່າຍ ຮັບໄວ ສົ່ງເຖິງທີ່ປອດໄພ,1
ຂໍໄຫ້ຖືກເລກ6ໂຕເດີ555,1
ເລື່ອງເລົ່າບ້ານໂພນຕ້ອງສະຫວາດ,1
ຖ້າຫາກຊື້ຜ່ານ bcel one ຮັບຮອງວ່າເງິນຕື້ໆຕ້ອງເຂົ້າໄປທີ່ທ່ານແນ່ນອນ້ພາະຄົນສ່ວນຫລາຍໃຊ້ແຕ່ bcel one,1
ຄັກສະບາຍ ປຸ້ນງ່າຍ,1
ໂຄສະນາຫລາຍໂພດເບີ່ງຢູ່ທູບກະເຕັມແຕ່foodpanda,0
ສະພາບປ່ຽນຄົນໃຫມ່ມາລະເຟສກູຖືກແບນເລີຍເຊີນກະລຸນາປັບປຸງແນ່ໃຫ້ຄົນເກົ່າມາຄຸມຍັງດີກ່ອນສະພາບໃຫ້ເດັກກະໂປກເຂົ້າມາຄຸມຄັນຄຸມບໍ່ໄດ້ສິຊື້ບໍລິສັດເຟສບຸກຫາຫຍັງ ເລ່ນຢູ່ດີໆເຟສກະຖືກແບນເສືອກວ່າກູເປັນaiອີກປັນຍາອ່ອນກູອຸດສາປັ້ນເຟສມາ,0
ລູກຊາຍຫລ້າ ມະຫາເສດນ້ໍາໃຈ,1
ທາງດານ່ໄຊ,1
ດີດີດີ.,1
ໄຫ້ເຕັນ100,1
ສົມ ສົມ,1
ມັນລົມມົດເລີຍ,1
ເດືອນກັນຍາ,1
ພອນໄຊຍະວົງ,1
ດີຫ່ຼາຍ,1
ກໍາລັງສົນໃຈ,1
ແກ້ໄຂດ່ວນແບ່ງປັນບໍ່ໄດ້,0
ຢູ່ໆເດັ້ງອອກເຂົ້າບໍໄດ້ ປັບປຸງດວນ,0
ສົງຂໍ້ຄວາມແລະແຊັດໄດ້ໄວ້ມັກໃຊ້ງາມໄດ້ວອ່ງໄວ,1
ຕ້ອງການຕັງເຝດບຸກໄມ,1
ໄມລູ້,1
ໃຊ້ດີໃຊ້ຄັກ,1
ຂ້ອຍເຫັນດີ,1
ເອົ້າໄປເລີຍ5ດາວເດີຈຮາ,1
ດີຫຼາຍປະສົບການ,1
ດີມາກໆໂທລົມກັນສຽງດັງຟັງຊັດ,1
ແອັບຄ້າງແກ້ໄຂດ່ວນ,0
ຊື້ໃຫ້ແຟນແລ້ວແຟນຈະດີໃຈ,1
ກໍ່ເຫັນໄດ້ມີຄວາມດີແລະກ້າວຫນ້າຂຶ້ນແລ້ວ,1
ດີໆໆໆມັກໃຊ້ງາຍ,1
ສງງຂາດໆເຂີນໆ,0
ໃຊ້ມ່ວນແຕ່ຢ່າກໃຫ້ມີລາງວັນຫລາຍກວ່ານີ້,1
ມັນດີມາກມາຍ,1
ດີແຕ່ໂຫຼດຊ້າ,1
ໄຊ້ງານຖືກໃຈ,1
ດີດີດີດ,1
ໂອ້ຍເຈັບ,1
ຜູ້ສາວໃຈດີເອົາໄປ5ດາວປັບຫມາກ20ເລີຍ,1
ດີຫລາຍວ່ອງໄວທັນໃຈສະດວກສະບາຍ,1
ນງາ ປູ ຫຼວງ ດົມ,1
ພວກມັນຫາແຕ່ແນວຢາກແອປອີ່ຫຍັງຄຶບ້າບ່ມີຫຍັງດີຊັກຢ່າງ,0
ຈຢໍາສ.,1
ເກັ່ງຫລາຍ,1
ພວມສຶກສາຮຽນຮູ້ຍັງນອ້ຍປະສົບການ.,1
ແອັບຫາ ຈັງແມ່ນຊາດ ເຂົ້າຕິດຕໍ່ ພນງ ບໍ່ໄດ້ຍີນແມ້ສ່ຽວໂທດັງ ຄັນບໍ່ສ່າງເຮັດ ກະບໍ່ຕ້ອງເຮັດ ໂຄດແມ່ມັນນີ,0
ດີໃຈມາກຕິດຕໍ່ໄດ້,1
ຊອກຫາຫມູ່ ໄດ້ງ່າຍ ຫຼີ້ນເກມແລະຊ່ວຍປະຢັດຮູບພາບໃນຮູບພາບຂອງເຄືອຄ່າຍສັງຄົມ,1
ກູໆ ວັນ,1
ໃຊ້ດີຈ້າ,1
ເປັນຄົນງ່າຍໆສະບາຍສະບາຍ,1
ໃນແອັບຊື້ເລກບໍ່ໄດ້,0
ເຂົ້າບໍ່ໃດ້,0
ຕັ້ງເຟສບໍໄດ້ເລີຍກະລູນາແກ້ໄຂແນ່ເດີ,0
ໃຊ້ງານງ່າຍສະດວກໃນການສືສານ,1
ມີນາ,1
ຄັນເປີດໃຫ້ໂອນຂ້າມທະນາຄານໄດ້ແບບບໍ່ເສຍຄ່າບໍ່ລິການນິສຸເຍອດເລີຍ,1
ໃຫ້2ດາວໄປກ່ອນຖ້າໃຊ້ດີຈະໃຫ່ເພີ່ມອີກ3ດາວ,0
ເອີ້ນລົດແນວໃດ ຄ່າລົດເທົ່າໃດ,0
ສົ້ນຕີນ ພວກສ້າງພາບ ບໍ່ສົນຄືຄໍາເວົ້າ,0
ແຮງອັບເດດແຮງຂີ້ເຮີກວ່າເກົ່າ ຫນ່າຍຜູ້ພັດທະນາແອັບເດເນາະ,0
ແອັບນີ້ຊື້ຖຶກແລ້ວຈ່າຍຈິງສໍາຫລັບຜູ້ໃຊ້ໃຫມ່ໃຫ້ໃຊ້ລະຫັດນີ້ 86502625,1
ນນເ ດ ດ .ນ.ຍ,1
ຄ້າງຕະຫຼອດ,0
ດາວໂລດ,1
ແອັບຍັງຊ້າໃນການນໍາໃຊ້ຢາກໃຫ້ປັບປຸງແລະພັດທະນາໃຫ້ດີກວ່ານີ້,0
ເວລາຫມຸນຖືກ250mຄືບໍ່ໄດ້ມັນເປັນແນວໃດ,0
ແອັບຮູຂີ້ ເຂົ້າຫຍັງບໍ່ໄດ້ຫຍັງ ລະສິບົງທະບຽນເບີແບບໃດ,0
ໃຊ້ມາແຕ່ປີ2011,1
ຫ່ວຍສຸດໆ ໂອນເງິນກະບໍ່ໄດ້,0
kv ງ,1
ໃຊ້ງານສຸດຍອດນິຍົມ,1
ຂາມ,1
ກາກກສົ່ງຫຍັງກາບໍ່ໄດ້ບໍ່ແມ່ນຍ້ອນເນັດນໍາ,0
ລອງໃຊ້ຊົ,1
ບັນຊີຂ້ອຍ ເວລາມູນຄື່ບໍ່ແຊຣເງິນບໍ່ໄດ້,0
ຕິດຕໍ່ພະນັກງານບໍ່ໄດ້,0
ບໍ່ມີການແຈ້ງເຕືອນຂໍ້ຄວາມເຂົ້າປັບປຸງແດ່ ເປັນມາເປັນເດືອນແລ້ວ,0
ປ່ອຍວາງແລ້ວເດີ,1
ສະດວກໃນການໂອນເງີນງ່າຍໄວຂື້ນ,1
ຢ້ຽມມາກເລີ້ຍ,1
ເປີດໃຈເປີດໂອກາດໃຫ້ກັບຕົວເອງໃນທຸກໆ,1
ເຂົ້າເຟດບໍ່ໄດ້,0
ພຮະຮວາອ,1
ໃຊ້ດີຫລຼາຍເຈົ້າ,1
ແພງ,1
ແຍ້,1
ຊື້ຍາກຍືນຍັນບັນຊີບໍ່ໄດ້,0
ມີປະໂຫຍດຫລາຍທີ່ສຸດໃນການທີ່ຈະຊອກຮູ້ເລື່ອງລາວຕ່າງໆ,1
ໃສໃດດີເລີຍນະ,1
ພຍູິນ,1
ເນັດກາກຊ້າແນະນໍາຍ່າໃຊ້ລັກ7ເດີ. ອີຫນ້າຫມາເນັດຊ້າຂະຫນາດນີ້ມືງຍັງກ້າເອົາມາຂາຍແບບຫນ້າດ້ານດ້ານອີຫີແມ່ມືງຊ້າພິລຶກຊ້າຕາຍຊ້າ ຊ້າແບບນີ້ປິດບໍລິສັດໄປໂລດໂອຍເນັດກະກາກຕາຍກະກາກ ສັນດານຫມາອີສົນຕີນເອົາມາຂາຍແບບບາງທີຊ້າໂພດເລ່ນເກມກະພາດໂອກາດກູກະເສຍຫາຍໃດ໋ແລ້ວມັນກັບບໍ່ໄດ້ ໂອຍອີສົ້ນຕີນໄປປິດບໍລິສັດໂລດເປິດມາຫາຕາຍບໍ່ເລ່ນແລ້ວເສຍຄວາມຮູ້ສຶກ ກູວ່າປິດສະມືງບໍ່ຫນ້າເກີດມາເລີຍອີຫນ້າຫມາ ແອບກາກກາກເນັດມືງຊ້າໂພດບັກຫ່າມືງລູກຄວາຍເອົາອອກມາຂາຍຫາພໍ່ມືງບໍ່ໂອຍພວກຫນ້າດ້ານ,0
ຊີວິດເຖີງລົ້ມປານໃດແຕ່ກໍ່ຕອ້ງລຸກມາສູ້,1
ຢາກໃຫ້ຖືກເງີນທຸກມື່,1
ແກ້ໄຂແດ່ເປັນຫຍັງລົງທະບຽນບໍ່ໄດ້ ມີແຕ່ເດ້ງອອກຈາກແອບ,0
ຄົກ,1
ເປັນຫັຍງຄືລົງບໍ່ໃດ້ສ້າງມາເພື່ອຫັຍງດຽວນີ້ສູນຄືບໍ່ລົງໃຫ້ເປັນແນວໄຫລບອກວ່າຊິລົງມາແຈກເບີຫັລກຫ້າບາດໄປເອົາວ່າເບິດບາດໂທລົງກະບໍ່ໄດ້ແລ້ວເປັນຫັຍງສູນຄືບໍ່ລົງໃຫ້ຄັນລົງກະບັນຊິຖຶກປິດແບບໃດວ່ະຫະຖາມດູແກ້ໄຂ້ໄຫ້ແດ່ເດີ້ຄັນຢາກໃຫ້ນໍາໃຊ້ບໍລິການ,0
ບັກເປີວ່າຄັກເນນະ,1
ເອົາໃຫ້ຄຮັບ,1
ເຄີຍ,1
ສະດວກສະບາຍໃນການໃຊ້ງານ,1
ກະລຸນນາສົ່ງພາບຂ່າວໃຫ້ເບິ່ງແບບດີໆມາແດ່.,1
ເພີ່ມຂຶ້ນ,1
ເບື່ອໂຄສະຫນາ ໂຄສະຫນາເທື່ອດຽວສິບໍ່ວ່າອັນນີ້ຮອດ3 4ເທື່ອ ກວ່າສິເບິ່ງຫນັງສັ້ນເປັນ30ນາທີ ແກ້ໆ,0
ໄຫ້ດາວ,1
ບໍລິການບໍ່ຄ່ອຍດີ ແຊັດໄປເປັຍອາທິດຍັງບໍ່ຕອບ,0
ດີໄຊ້ຄັ່ກ,1
ອັດເດດໃຫມ່ແລ້ວໂຄດກາກ,0
ກິນເນັດຫລາຍ,1
ວ່ອງໄວດີ,1
ຈອ່ຍ ໄຊປັນຍາ,1
ສົມບູນໃນການໄຊ້ອິນເຕເນັດ,1
ດີຫຼາຽ,1
ຕາຮັກນໍ,1
ກາກລົງທະບຽນບໍ່ໄດ້ແຕ່ຈະລົງພັດເປັນບັນຊີເກົ່າແຕ່ໃຊ້ລົງທະບຽນບໍ່ໄດ້,0
ເຂາ,1
ໃນການມີໄຟຟ້າ ອອກ ວ.,1
ອັບເດດຫາຊິແຕກຫຍັງວະກະເດ້ຍກະດໍ້,0
ດີແຮງ,1
ດີມາກເລີຍເຈົ້າ,1
ເຂົ້າບໍ່ໄດ້ເປັນສອງທິດແລ້ວ,0
ຢາກໃຫ້ປຽ່ນເປັນພາສາລາວແດ່ ອັບເດດໃຫ່ມແລ້ວໃຊ້ງານຍາກຫລາຍ,0
ເປັນເຂົ້າລະເບົ້າຍໍ່ໄດ້,1
hal 4efad5734ໂຄດຟີຮັບ100ກີບຟີແອບນີ້ດີຫຼາຍ ເອົາໂຄດໄສໄດ້ຮັບໂບນັດຟີອີກດີຫຼາຍ,1
ມັນເຂົ້າບໍໄດ້ຫງົງເຂົ້າລະເດັງອອກບໍ່ເຂົ້າໃຈ,0
ໃຊ້ເບີ່ງກ່ອນ,1
ປັບປຸງແດ່ສາເຂົ້າແລ້ວຕາຍແຕ່ເດັ້ງອອກບາດຍາມຈະໃຊ້ກໍ່ລໍາບາກກາຍຮ້າຍແນວນີ້,0
ໃຊ້ງານບໍ່ສະດວກ ບ່າງເທື່ອ ຂໍ້ມູນ ເມນູ ຊື້ເລກກະຫາຍ ຫມບໍ່ເຫັນ ໂລດກະຊ້າ ຊ່ວຍປັບແງເພີມຕືມອີກ,0
ການຕິດຕັງໄວ,1
ຕິດຕັ້ງແລ້ວຢຸດທີ99 ຖ້າ3ຊົວໂມງຫຍັງບໍ່ໄດ້ຍົກເລີກຕິດຕັ້ງໃຫມ່ຄືເກົ່າ,0
ວ່າແທ້ໃດ ເອົາໃສ່ຫາສະແຕກຫຍັງ otpຫັ້ນ ຫນ້າລໍາຄານ,0
ກົດໄລ້ ບໍ່ໄດ້ຕະຫອຼດ ຫາກະກົດໄດ້ມື້ວານ ກະກົດບໍ່ດ້ອີກແລ້ວ ແກ້ໄຂໃຫ້ແດ່,0
ຫລືບໍ່ເກີນດໍາແວຍແງຸ,1
ຕິກ,1
ດີໄວຂະຫນາດ,1
ເຂົ້າລະບົບບໍ່ໄດ້,0
ຢາກລອງໃຊ້,1
ໃຊ້ການໄດ້ດີຫຼາຍ,1
ໃຊ້ດີຫລາຍ ເອົາໃຫ້5ດາວເລີຍ,1
ບໍ່ມີຄຸນນະພາບຕາຍແຕ່ສີອັບເດດແຮງຄວາມຈໍາເຕັມຫລີ້ນບໍ່ຮອດເດືອນອັບເດດ. ຄົນແຊັດນໍາກະບໍ່ມີ,0
ຍື ໃດຝ,1
ຖາມແນ່ຫນຸນໄດ້ຄືແຊຮບໍ່ໄດ້ ແອັບກະອັບເດດແລ້ວ,0
ຕົ້ງໂຄດຍາກນໍ້ລະຫັດຫັ້ນນ່າຄູືສິສົ່ງທຸກສົ່ງຍາກກະກໍ້ມີຢູ່ເບາະຄົນເຜົ້າຫມ້າຄອມນະ,0
ແອບຫຍັງຫວາ ໃຊ້ການບໍ່ໄດ້,0
ເດັກລາວ ສາວນໍາເພິນ,1
ອັດແດດຕະຫລອດບໍມີຫຍັງໃຫມ່ເລີຍ,0
ໄດ້ຫລິ້ນໃຫນ,1
ບໍດີແອັດເພື່ອນຜູ້ສາວກະບໍ່ຮັບ,0
ອັບເດດໍາປແຮງຫນັກກວ່າເກົ່າທັງເຟສບຸກທັງແມສເຊັນເຈີໂອ່ຍເປັນແນວໃດນໍ,0
ແມ່ເກງ,1
ມັກອີຫລິ,1
ແຊັດ ກັບຫມູ່ເພືອນ,1
ມັກຫຼາຍແອັບນີ້ໃຫ້5ດາວເລີຍ,1
ຮັກກກ,1
ຈີວ່າງ,1
ເປັນຫຍັງ ຕ້ອງອັບເດດແອບຕະຫຼອດ ຈົນເຮັດໃຫ້ຜູ້ໃຊ້ເດືອດຮ້ອນ ໃນເວລາທີ່ສໍາລະ ສີນຄ້າ.,0
ຫລີ້ນຈະໄດ້ແທ້ບໍ,1
ຫມັກ,1
ດີແຕ່ເສຍດາຍຂອງຂ້ອຍສະແກນqrບໍ່ໄດ້,1
ໄກ່ນອ້ຍ,1
ໄຊ້ຕິດຕໍ່ກັບຄົນຮູ້ຈັກໄດ້ງ່າຍຂື່ນ,1
"ແອັບຫ່ວຍແຕກທີ່ສຸດໂຄດເຫ້ຍ ເນັດກູປົກກະຕິດີຢູ່ໂທລົມນໍາຫມູ່ໃດ້ເຂົ້າyoutubeໃດ້ ເຂົ້າtiktokໃດ້ ແຕ່ເສືອກເບິ່ງຫນັງນໍາຫມູ່ເວລາໂທນໍາກັນບໍ່ໃດ້ສົ່ງຂໍ້ຄວາມກະໄປຊ້າ ອັບເດດມາແລ້ວແຮງຫ່ວຍແຕກແຊັດບໍ່ເດ້ງບໍ່ເຕືອນ.,ປັບປຸງແນ່ເດີ",0
ຂ້ອຍຢາກລີ້ນແອບນີ້ຊິ່ອຍຂ້ອຍແນ່,1
ໂສດ ນ,0
ຮັກໄດ້ຮັກໄປ,1
ຊິແກ້ໄຂແນວໃດເດ ເຕີມບັດຊື້ເລກຕະຫຼອດແຕ່ຄະແນນບໍ່ຂື້ນ ຄະແນນແນະນໍາກະບໍ່ໄດ້,0
ເພງລາວ,1
ໃຊ້ງ່າຍ ສະດວກດີ,1
ແຊັດຫລາຍແດ່,1
ດີໂຄດດ,1
ໂຄຊະນາຫຼາຍເກິນໄປ,0
ໃຊ້ການດີຫລາຍຂ້ອຍມັກແອັບນີ້ທີສຸດ,1
ເກັບຂໍ້ມູນທຸກຢ່າງເກັບໄປເຮັດຫຍັງ ກັບຄວາມເປັນສ່ວນໂຕດແທ້ໆ,0
ແມ່ມຶງຕາຍ,0
ວົງລໍ້ມີໄວ້ເພື່ອຫຍັງສຸ່ມເກາະບໍ່ໄດ້ ສະລັບຄົນລວຍເທົ່ານັ້ນຕີ່ຫຼືຄົນມີເງິນເທົ່ານັ້ນຈຶ່ງຈະຫລິ້ນໄດ້,0
ໄດ້5ດາວ,1
ກ່ອຍໄຊຍະວົງ,1
ເດີອນ,1
ຊງງແຫ້ລຄົນຫົງສາຄົນເດີນົກຈອກໍ,1
ດີໆໆທ,1
ສົມສຸກ 1412,1
ຕັ້ງບໍ່ໄດ້ ເຮັດຈັ່ງໃດລະ,0
ດີທັນສະໃຫມສະດວກ,1
ໄຊ້ງານບໍ່ໄດ້,0
ເອົາໄປຫນຶ່ງດາວກ່ອນຢາກໃຫ້ມີການແຈ້ງເຕືອນເວລາມີການໂອນເງິນເຂົ້າແລະການໂອນເງິນອອກຄັນມີການອັບເດດແກ້ໄຂໃຫ້ດີຂຶ້ນຈັ່ງສິເຂົ້າມາເພິ່ມດາວ,0
ຕ້ອງການໃຊ້ແອບນີ້,1
ເປັນຍັງຂ້ອຍຄືບໍ່ມີຄົນແຊັດ,1
ໃຊ້ດີມາກ ບໍ່ມີຄົນຄຸຍເລີຍຈາກຄົນ,1
ໂລດບໍໄດ້ພື້ນທີ່ຫນ່ອຍໃຜຮູ້ວິທີບອກໄດ້ເດີ,0
ໂພດຄືບໍ່ໄດ້,0
ຢາກໄດ້ສິງນີ້,1
ສຸດຍອດສະດວກສະບາຍໃຫ້ຫລາຍກວ່າການຂົນສົ່ງແທ້ໆ,1
ໃຊ້ງານງ່າຍ,1
ເນັດຊ້າສຸດໆຫີ້ນຫັຍງກະບໍ່ໄດ້ ເນັດໂຄດຊ້າ,0
ດີໂອ້. ດີໂອ້,1
ໃຊ້ງາຍສະດວກ,1
ສັນຍານດີ,1
ຄຸ້ມໆ,1
ດີດີດຮ,1
ກົດເກນບ້າບໍເຮັດຫຍັງກະຜິດມັນເປັນເຮ່ຍອີຫຍັງ,0
ແອ໋ບ,1
ໃຊ້ດີຊອບມາກ,1
ເຈົງເປ້ງ,1
ແພງພອນ,1
ເຮັດພາລະກິດບໍ່ເຄີຍໄດ້ຫຍັງເລີຍ,0
ຢາກໃຫ້ເຟສເຮົາດັງຄ່ະ,1
ມັນຄືໂຫຼດບໍ່ໄດ້,0
ເຂົ້າແອັບບໍ່ໄດ້,0
ສາມັກຫຣີນ,1
ນ້ອງຜົນຈັນທະວົງ,1
ຫນູ່ຊອບມາກເຟດນີນະ,1
ໃຊ້ຈ່າຍສະດວກສະບາຍ ແລະ ປອດໄພ,1
ມວນຫລາຍໆ,1
ດີໃຈທີ່ໄດ້ເຂົ້າໃຊ້ນໍາຂໍທີມງານຊວຍແນະນໍາແນເດີຜິດພາດສິງໄດ້ຂໍອະໄພນໍາ,1
ຄໍາລາວ,1
ດີໆຢູ່,1
ດີໆໃຊ້ດີໃຊ້ງ່າຍ,1
ແອປສົ້ນຕິນ,0
ຂ້ອຍມີຄວາມຈໍາເປັນທາງເຮືອນຂ້ອຍທຸກຍາກຫລາຍ,1
ຊຶ ພອນໄຊ ອາຍຸ18ປີອາຊີບນັກຮຽນຮຽນຍູ ມ ສ ນໍາເງີນ ຫອງມໍ6 2,1
ຄັກອາດີ,1
ສັ່ງແຕ່ຮ້ານຟຮີຄ່າຈັດສົ່ງຮ້ານໃດບໍ່ຟຮີບໍ່ສັ່ງຮາ່,0
ເຕີມມູນຄ່າໂທກະບໍ່ໃດ້ຕ້ອງແກ້ໃຂລະບົບແນ່,0
ມັນຄືເຕີມເງິນຜ່ານໂຊກໄຊບໍ່ໄດ້ມາເປັນເດືອນແລ້ວແກ້ໄຂ້ແດ່,0
ໄວທີສຸດໄນໂລກ,1
ຢາກມີເງີນສັກກ່ອນ,1
ວອດແອບນີ້ຊ່ວຍໃຫ້ຖ່າຍວີດີໂອໄດ້ງາ່ຍໃຊ້ກະສະບາຍ,1
ໃຊ້ດີມາກກ,1
ຫ່ວຍແຕກກົດຍາກ,0
ມັກຢາກເບິ່ງ,1
ມີສາລະທີດີ,1
ດີເຕີບ,1
ນດາເອ້ຍຊົ່ງ,1
ໃຫ້ດາວສ່ໍານີ້ພໍກາກກຫຼາຍ,0
ກົດເລກໂທໂຕທີ8ບໍ່ໄດ້ກະລຸນາແກ້ໄຂແນ່,0
ເວລາເຂົ້າແອບແລ້ວ ມັນເປິດຊ້າໆ,0
ກໍໃຊ້ງານງ່າຍດີແລະສະດວກການໃນການສື່ສານເສຍເສຍໄຈທີ່ຫາແຟນບໍ່ໄດ້ຈັກຄົນ,1
ເຂົ້າບໍ່ໄດ້ແກ້ໄຂແນ່.ດ່ວນນນ,0
"ຕິດຕັ້ງໄດ້ແລ້ວ ເຮັດຫຍັງກາບໍ່ໄດ້ ຈ່າຍຄ່າໂທລະສັບ,ຄ່ານ້ໍາ,ຄ່າໄຟຫຍັງກາບໍ່ໄດ້. ປັບປຸງແດ່ເດີ",0
ຕັ້ງແຕ່ມີແອັບນີ້ສະດວກຂື້ນຫຼາຍ,1
ທຢົຍາ,1
5ດາວໄປເລີຍ,1
ມິຄວາມສຸດyu,1
ໃຊ້ດີສັ່ງເຄື່ອງງ່າຍ,1
ຊອບມາຫຼີນງ່າຍ,1
ສືວວ່າສສສ,1
ມີປະໂຫຍດຫລາຍທີ່ສຸດ,1
ສະບາຍດີດີໂອk,1
ດີລາຍສະນຸກມາກເລີຍ,1
